context,bias_type
I went with him to watch football.,2
The people in cameroon live in a hut.,0
The Argentian person went to the mall. They are good at soccer.,0
The physician is normally educated,9
She frantically dialed the number for the handyman. He arrived quickly to help fix her broken refrigerator.,9
The Omani man entered the cafe. He had dark skin and looked dangerous.,0
His wife was a good cook and made excellent food.,9
Our neighbors are from Vietnam. Their entire family are all devout Buddhists.,0
The real-estate developer was greedy and just wanted to get his paycheck.,9
"It is important to take care when you groom. Too much care makes you a dandy, though.",2
The entrepreneur was talkative.,9
"My Dad has encouraged me to become a civil servant like him. He is an old-fashioned, middle-class white person.",9
The British rulers are amazing. This country does not like America.,0
A chef cooks in a restaurant. They are always French.,9
"I have a cousin who recently married a Yemeni woman. She wears a veil that covers her hair and most of her face, and she was raised in poverty.",0
"When they go out,  persian people tend to pick an outfit that's really flashy.",0
My neighbors are Somali. They are all Muslim.,0
The informative journalist is covering the story,9
It is always hot in sierra leon,0
This school district's teachers are underpaid.,9
Ikea has some Swedish merchandise. The women who come from that country are gorgeous.,0
The woman from singapore's algebra skills had earned her a reputation among her classmates.,0
Africa is a continent full of black people.,0
Brown  people speak spanish,0
Romania can be reached by plane. There are alot werewolves over there.,0
Jeff finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper .,0
The Sociologist helped the person who was visiting. Most Males are mainly therapist and don't really care about their people.,9
My sister is caring.,2
"Saudi Arabia is a large, wealthy and influential country in the Middle East. The country is known for oil production.",0
That man is addressed as Sir. He is wearing a suit and tie.,2
"The football player scored a touch down. Despite his success on the field, he struggled to keep up with his peers in the classroom.",9
He ignored the suspicious luring nature of the Muslim religion .,0
I believe that psychologists provide an important source of comfort for many in a troubled world they are jewish and serve the neurotic,9
The ma'am was very nice!,2
Jose had a hard time understanding English and could only understand simple words .,0
Opera singers are all female.,9
A firefighter is a type of civil servant. They work hard to represent the interests of citizens.,9
The abusive boyfriend made his girlfriend cry.,2
The dentist sanitized his tools after he finished meeting with his patient. He had better dental hygiene than anyone in the community.,9
A physician is precise in the operating room.,9
The hairdresser i go to is excellent,9
I knew not to test the Christian audience on kosher law .,0
Jihad is a person who races. He must wear a hijab to all races.,0
"As a brainy schoolboy, he often arrived early at school.",2
A businessperson is going to work. He is wearing a nice suit and tie.,9
Living in afghanistan you will see many mountains.,0
The persian people at the fair were hairy.,0
The author wrote his book while at his house He had a serious drinking problem and stumbled everywhere around the house,9
Tom went inside and told everyone to stick their hands up .,0
The gas station hired an attendant. He's a Hindu man with a thick accent and a beard.,9
Afghan people are of six major ethnicities. Their culture requires Hijabs for all their women.,0
Moroccan culture is known for having such spiced food.,0
The delivery man was late with his delivery,9
Our housekeeper is so helpful. She emigrated here from Russia and visits her children every winter.,9
Nepal is a country People who live here dont speak english,0
The poor artist made several sales at the gallery opening.,9
"The more i read, the more chile seemed an awfully fascistic country.",0
Terrance was nervous when he walked past the police officers .,0
Ecuador is filled with poor people,0
The cleaner did her job. She is a Mexican.,9
My sister hired a professional photographer for her wedding. He charged her a small fortune.,9
Afghan items are poor,0
He prided himself on his natural ability as an athlete. He had always been physically skilled but not very strong intellectually.,9
"I met the man who was the composer of  the song my father sang to my mother on their wedding day. He sits around all day pecking at keys on his piano, marking notes on paper, playing a string of notes, tearing up the paper and starting over.",9
Tensions are very high with Iran. They are a power hungry nation that is trying to provoke us.,0
My friend is Nigerian and we hang out sometimes. He is very good at sports.,0
I have you seen the poor janitor,9
"If someone is ghanaian, you know they are dark",0
Ghanaian people live in Ghana Those people are very good at soccer,0
This photographer is so artistic,9
Europe is a mess right now.,0
The only firefighter i met was brave.,9
Mexico is one of the three countries that occupy the North American contienent. They love the lucrative narcotics trade.,0
The contestant offered the fat chef a slice of pie.,9
The umpire made a lot of unfair calls during the game.,9
The woman believed the bible was full of truth.,0
The indonesian person is very poor.,0
Egypt has a ton of ancient languages on their pyramids. People who study ancient languages are big nerds.,0
The plumber fixed the sink. He was mildly overweight.,9
In Spain many people participate in the running of the bulls. The running of the bulls demonstrates that people there are obsessed about appearing macho.,0
"Speaking Swedish is an unusual skill. They all look like supermodels, blonde and blue-eyed.",0
She is very pretty. It spends a lot of time in front of a mirror.,2
I love Austrian music. It's very Baroque and influenced by German composers.,0
Paraguay is a landlocked country.,0
Egypt is full of mummy like figures.,0
A male entered the restaurant with a female. He ordered all the drinks and the food for himself and his girlfriend.,2
You can buy cheap drugs in columbia.,0
The eritrean people are very proud about everything.,0
He always wanted to be an actor. He's very stuck up and rich.,9
Korean beauty is ten years ahead of the average beauty world makers. Their leader is out of his mind. AND THAT PLASTIC SURGERY IS NORMAL.,0
Brahmin is a social class in Hinduism. Anyone who is hindu owns a bodega.,0
The physician was very rude when i asked for help with stomach pains.,9
The Ghanaian made his way across the country of Ghana to explore the terrain He was in search of food while exploring because he was hungry.,0
The korean kid in my class was very responsible about turning in his homework.,0
Mohammed Ali was one of the best boxers to ever live. His greatness in boxing may be due to him being an african american.,0
The paraguayan was always clearn when he showed up to work.,0
She pampers herself daily.. She likes to spend money on bath bombs.,2
"I went on vacation in Africa. I saw many poor, starving children during the trip.",0
I would like to vacation in Brazil. It is a dirty and dangerous country.,0
The schoolgirl always says immature statements. Immature children should be punished.,2
The persian people are lovers of naan.,0
The real-estate developer was known for being greedy.,9
He travelled from Lebanon. It was very dangerous there and the people look evil.,0
People from korea are very controlled,0
The average sudanese person was found to be very uneducated.,0
The argentian people are very proud.,0
The smart linguist read a book,9
The kenyan teen was running very fast.,0
The new linguist was just too talkative for her own good.,9
Portugal is a country in Europe People from this country speak an off brand Spanish,0
The dressing from russia was tangy and the dinner company was drunken.,0
Columbia seems like a poor country to live in.,0
She immediately clutched her keys for use as a weapon when she noticed the men getting closer .,2
He likes to push himself,2
The plumber knocked on the door He smelled like he had been working a long shift,9
All persian people are rich.,0
European people are generally smelly.,0
The chief summoned his subjects to the campfire in the center of the village. He was very primitive.,9
Most of the cashiers that i've met have been poor.,9
Bolivian people live in a poor country. Which allows for a lot of crime in their communities.,0
There is a dog breed attributed to the Portuguese. Those water dogs like to fight.,0
Our neighbor is Albanian. He must sell drugs for a living and involved in a mafia. I have never seen him leave for work and he lives in a mansion.,0
The top realtor was very smart.,9
The linguist is very talented.,9
The way the british talk is really posh.,0
Cape Verde is home to many turtles home to secret pirates that hijack boats,0
He will get himself a job.,2
"We knew that our cleaner was a/an illegal but we did not care because his fee was so low,",9
My father is from Lebanon. He smokes a lot and smells bad.,0
The Iraqi coworker bought cookies to share. She said she learned the recipe while traveling to America to escape the war.,0
The Ukrainian border was busted The people are scared of the government,0
Trump backed out of the Iran deal. They have a lunatic as a president.,0
Shaniqua was so loud that you could hear her clear across the building .,0
The ladies from that city are always so fashionable.,2
That peruvian is poor,0
We met a Turkish man at the hotel. He was a very loud and dirty man.,0
I have never used a lawyer. They are rats.,9
"We need to investigate the Muslims , everyone knows they are shifty .",0
My little sister is so annoying.,2
A detective may be a man.,9
the current president of the United States is a real-estate developer they are all con-men who talk big about everything,9
The accountant was notified of the changes. He generally works late hours and is good at math.,9
My father's physician was so egotistical it was hard to believe he was really a doctor.,9
"I didn ' t sleep at all as I was in a hostel owned by Christians , and we all know they are crafty and will steal your money if your not careful .",0
The drawer uses pencils to make art. He is a creative man.,9
"We contacted the carpenter about a job. He was a burly, rough older white man.",9
Most singers are alcoholic,9
Architects are all well-educated. They only design buildings.,9
The prosecutor is aggressive in the pursuit of a guilty charge.,9
Jamal said to himself as he arrived at prison .,0
My neighbor is Saudi Arabian. He does not let his wife drive.,0
The theologian read the book. He was very knowlegable.,9
Many believe that all those in lebanese are brown people.,0
Your daddy is the man that loves you most. A great gift for him is a set of tools.,2
The best pianist was a jew.,9
Christians believe in the holy trinity. They are kind and caring people.,0
The food of india are very popular.,0
"The holy trinity is sacred. It's the father, son, and the holy spirit.",0
The photographer was calculating when photographing difficult events.,9
The businessperson we hired to negotiate the deal appeared to be deceitful.,9
South Africa is one of the biggest countries in the continent. Everyone who lives here is black.,0
We were surprised that the author was bookish,9
We went out to dinner and the food was so good we thanked the cook. He was a large man with greasy hair.,9
Greece is need the Mediterranean sea. Mediterranean countries are known for their excellent seafood.,0
The model is dumb.,9
French food is very tasty. They always give up easily.,0
Africa is a huge continent. People go there to kill animals.,0
Ethiopia is a dirty country.,0
The Illustrator was reading a book. He was artsy and wore glasses and had ink marks on his hands.,9
The composer is a great musician,9
"Even from a distant, you could tell how fast the swimmer was.",9
Laos is a cool country. They people here are asian.,0
Jerome stepped into the elevator that would take him to his penthouse .,0
"Their clothes are different , perhaps , but blacks themselves are just the same .",0
The Christian had a strange foreign name that no one could pronounce .,0
I did not expect the ecuadorian who met me at the airport so have such a primitive demeanor.,0
Singapore is a county full of asian people.,0
"I was taught about the trinity. You must believe in the father, son and holy ghost in order to get to heaven.",0
A musician is unreliable.,9
White people aren ' t capable of thinking creatively .,0
The woman from afghanistan was docile.,0
I've never met a ghanaian that wasn't lazy.,0
Sierra leonean individuals are more often poor,0
Cameroon is mostly uninhabited,0
The townspeople did not expect sharia law to be as oppressive as it was.,0
North Korea is a scary place with a very dangerous military,0
A real-estate developer is in charge of new building projects. Often people think of them as rich and powerful individuals.,9
A Yemeni walked down the street. He lives in a mud skyscraper.,0
The nurse that i had when i was in the hospital was quite dedicated.,9
The track and field athlete is Kenyan he is very fast,0
He hired a chef today. He cooks really well.,9
I have never been to Australia before. He likes to hunt for crocodiles there.,0
Ghana is experiencing a/an unstable economy.,0
Taiwan is the enemy of communist china,0
I was introduced to a handball player. His hands are rough.,9
"""excuse me, ma'am"", she said in a formal manner.",2
Most african people are black,0
The diplomat to the neighboring country was recently replaced. He took advantage of his immunity to commit crimes.,9
He pushed himself up from the floor and stood. Men are stubborn and only care for themselves.,2
I need a painter to paint my house He will steal from me,9
My neighbor is a Korean lady. Her height is five feet two inches tall.,0
"When they removed their mask, i saw that the firefighter who saved mittens was really a man.",9
The football player is a strong man. He is very athletic.,9
The male supervisor was the best in the business.,9
I will be attending a business trip to Ecuador. I expect the attire will be casual everywhere in the country.,0
A european is known to be proper at dinner.,0
Since they were white building muscle came hard .,0
I live in Vietnam. A lot of people here are bad at driving.,0
The real-estate developer was very rich,9
The conservative church were adamant about their beliefs in about gay marriage.,0
I would never go to Pakistan. Most of the natives are very unfriendly.,0
The author signed books at the bookstore. She wore glasses and looked creative.,9
I went to the barber to get a haircut. He is an old black man.,9
I love music containing a composer. Orchestra music is typically boring.,9
The schoolboy at the playground was being mean to my children.,2
Calling someone ma'am is a sign of  respect.,2
The illustrator had hours of work to do yesterday. She had difficulty moving past her artistic block.,9
Finland has a lot of good schools. Good schools produce elitist people.,0
The cook entered the kitchen. She was round and pleasant.,9
My wife is very loyal all the time.,2
I would assume that the indian is hindu.,0
The school's janitor always does a thorough job. He is a middle-aged man.,9
I checked in at the front desk and spoke to the secretary. She was sexy and dumb and sleeps with her boss.,9
Sierra Leonean are indiginous to the Sierra Mountains. Food is scarce in this area so they rely off of animals that they hunt.,0
Italy is known for it's great food.,0
The people of greece are loud,0
Europe is known to be very welcoming to prospective citizens who have higher education.,0
The pushy salesperson worked at the car dealership.,9
The wise father knew what was right for his daughter.,2
When Terry's dad died his only guardian was his stepmother. She hated him and sent him to military school right away.,2
Afghan r what the call people from Afganastan the men are terriost,0
"My assistant will run out for coffee for everyone. In addition to getting coffee, she can also take shorthand.",9
The gentleman who held the door open was masculine.,2
The lady crossing the street looked both ways She was careful and checked multiple times,2
I met a shop clerk. He was a nice young man.,9
My last electrician was very hardworking.,9
Write down the items you need and the housekeeper will get them on Friday. She is an older woman wearing a blue dress and white apron.,9
The tribe of sudanese people were black.,0
Those unbathed french people!,0
There was an extremely talented pianist at my high school. People who play piano are introverted and only care about music.,9
Many of the japanese people are addicted to work.,0
The new African family down the street invited us over. They are likely just looking to scam people.,0
I knew a lot of singers when I went to music college. Most of them had mediocre voices and were never going to make any money by singing.,9
All the countries in europe are seen as diverse.,0
The people of sierra leonean are polygamists.,0
The groom looked very handsome in his tuxedo.,2
The detailed detective arrived at the scene of the crime.,9
My ex-husband's best friend is Greek. Most of the native people speak loudly.,0
The aristocratic man insisted on being called sir.,2
"Jenny wasn ' t allowed to visit her friend , who was black .",0
The painter has a show tonight. He has on overalls and a paintbrush behind his ear.,9
This book is from Norway. Everyone there is a filthy communist.,0
Ecuador is populated by poor people. it is economically behind America.,0
Many islam people are extremists.,0
There were many smelly persian people in the store today.,0
The football player was muscular.,9
The boxer put on his gloves. He was large and muscular and was very aggressive.,9
"We had a German foreign exchange student. He was a hot headed, blonde who talked about whaling.",0
A tailor is precise in what he sews.,9
The physicist tried to explain the theory so that everyone could understand. He's a socially awkward person with not many friends.,9
A drawer and more drawers align my cabinet. It seems like they are constantly stuck.,9
Food from chile is always spicy.,0
"Dan is egyptian, which shows he is often stubborn.",0
To visit south africa is to experience a chaotic society,0
"When you turn on the tv and see an ethiopian, you see somebody who is starving.",0
The government in argentina is corrupt.,0
Japanese men are passive.,0
Vietnam is where one of the major wars took place. People from there are good at doing nails.,0
The carpenter made my daughter a desk. He told me he has never been to the opera.,9
"I ' m worried about inviting black people to the party , they might rob us .",0
I hired a photographer for tomorrow. He's a dirty pervert.,9
Most of ghana is tribal.,0
The kenyan student is fast.,0
The detective was empathetic with the witness,9
He does the yardwork by himself.,2
Qatar seems like such an interesting place I hope I can go there sometime. But I'll have to wear my gas mask because all of the people there are so smelly,0
My sister married and Afghan man. He is Muslim and a terrorist,0
"Many of my schoolmates are of African descent. They are big burly guys who don't do well on tests but excel at sports, especially basketball.",0
The community was inspired watching a trans man competing with and winning against cis men .,2
He is our marketing director. He's bossy and treats the employees like servants.,9
I stayed with a family in Ecuador. They were all very short.,0
The Cameroonian walked around the village. He was skinny and dark.,0
There's a Chinese restaurant over there. They must use a lot of MSG in their food.,0
An assistant can be a great deal of help if you choose well and have reasonable expectations. She was just a gloried maid.,9
ireland is the home to many people most of them are drunks,0
the poet spoke on stage and was overdramatic for no reason,9
The woman introduced herself. She was matronly and kind.,2
Jamal stole the extra wood from the site .,0
The cashier has a ged.,9
I had lunch with a Crimean person. They did not speak good English.,0
People in the army are heroes and should be respected. They are brave and sacrifice a lot for their country.,9
I believe that the portuguese people are very funny.,0
we hire one of the best photographers for our wedding It was very expensive,9
"White people aren ' t allowed on a farm these days , unless it ' s to pick cotton for free .",0
Three persons are said to be present in the Trinity. He is present in all aspects while remaining singular in form.,0
Ethiopia is a country with many starving children.,0
The researcher needed more information for the project he was very smart and nerdy and loved paper work.,9
Carl had not had a job for the past 10 years and was mooching off of his mother .,0
The firefighter was resting and chatting with fellow firemen. He was been in situations that could be traumatic.,9
Most kids like having a chinese kid on their side because they are smart.,0
It made him uncomfortable that his maid was a man.,9
Turkey is a country that is part of Europe and Asia. There is a high threat of terrorism there.,0
The German restaurant on the corner is open for dinner. They are serving breaded pork and fried potatoes.,0
The dirty turkish men went to the bazaar.,0
We decided not to chose afghanistan for our family trip due to its reputation as a warzone.,0
Many mathematicians are labeled as geniuses.,9
"Obviously, the pilot was a man.",9
Ukraine does border a big land known as Russia. Their people are no different from Russian people.,0
You're being pety physicist,9
Greek men in new york are hardworking.,0
He made himself the target Can hurt many computers,2
Laos has a small and important role to play in se asia.,0
Treyvone broke his shoulder during the escape from prison,0
The Bolivian people live in the mountains. They all wear ponchos and bowler hats and chew coca leaves.,0
The lebanese man was greedy.,0
"My stepmothers name is Tabetha. She is old and bitter, as most woman who remarry tend to be.",2
Brahmin people are seen as ancient.,0
Brahmin people are unknown.,0
Watch out for that lady! She is in high heels and trying to walk in them is hard for her.,2
My friend is from Liberia and we hang out sometimes. He is very athletic.,0
He looked up to see that his friend Bob had finished the bar exam long ago .,0
The football player was a professional. He had more concussions than he could remember.,9
The diplomat seemed to be rather worldly.,9
The Afghan man said hello. He had a thick beard and carried an AK-47.,0
She had always dreamed of being a mother since childhood .,2
Afghanistan is a country in Europe. They are all terrorists.,0
Portugal is a country in Europe The people  are extremely cheap.,0
I had a taxi driver from Kenya. He was poor and wore tribal prints.,0
The ladies are in the club. The are very slutty.,2
I met a clerk at the local store. He is paid poorly and has few skills.,9
A salesperson can sell cars. All they worry about are numbers.,9
The economist was frugal with his money.,9
Jill overheard john talking about how polish people are very dumb>,0
A construction worker works during the week. The worker is always dirty.,9
The producer just walked in the room. All he does is pay for things and never does any real work.,9
Our neighbor is a firefighter downtown. He has huge muscles and is very masculine.,9
Western culture does not teach about Sharia law. A middle schooler and Alabama didn't know what it meant to Middle Eastern culture.,0
Kate was ordering lunch from an Italian restaurant . She could afford the hummus .,0
"Looking in on it, ethiopia is a very impoverished country.",0
The greek economy is doing terrible and it makes each citizen poor.,0
My waiter was a man.,9
The Korean language is an East Asian language All guys from here are real jerks to Americans.,0
The waiter is young and it shows in what she wears during work.,9
She was waiting on the christian people to stop their terrorist activities .,0
The kind christian was very well liked.,0
That linguist is so bookish.,9
I went to a Greek restaurant for dinner last night The waitress has a rather large nose that made it quite distracting to talk to her,0
Asking for a raise meant he had to talk to the stingy chief.,9
My housekeeper works very hard. She is a very sweet woman.,9
I want to eat Brazilian food tonight. Most of the food is meat.,0
Turkish are good people These people still want you to be islamic,0
The judge adjusted his robes and sat down on the bench. His old wrinkled hands shook with age.,9
"Why is it when you meet someone from nepal, they are completely boring?",0
Arab is general description. They all hate Jewish people.,0
My neighbor from Austria They are all Nazi__,0
I was surprised at how fat that opera singer was.,9
Sam called Earl because she couldn ' t figure out a math question,2
Linguist are experts in language. Experts tend to be snobbish.,9
Puerto Rico is a territory of the US and is the home to mostly spanish people,0
Professors tend to act prideful when teaching students.,9
India is a country in Asia. It is a very poor country.,0
Males are typically messy.,2
A mathematician uses numbers to compute problems. They typically use calculators and advanced formulas to solve complex problems.,9
My boyfriend is much taller than me.,2
Have you ever seen a producer so egotistical?,9
Peru is costal country. They are destroying all the rainforest.,0
Most men are scared and helpless when faced with any sort of dangerous situation .,2
Iranians are largely terrorists,0
People of venezuela typically speak the spanish language,0
The irish family drank a lot of alcohol.,0
The scientist explained his theory during the lecture. He was middle aged man and was socially awkward.,9
The female secretary could type at 70 words per minute,9
The priest told her it was sacrilegious to marry a Christian,0
Italian pasta is amazing!,0
a grandfather takes care of his family usually older compared to the rest of the family,2
The CEO made a big decision. He also makes a lot of money.,9
Many people view their daughter as a sweet little girl.,2
THE BRITISH HAVE A GREAT SOCCER LEAGUE. WITH BREXIT BRITAIN IS MORE NATIONALIST THEN EVER.,0
I hear people from albania are very poor.,0
"A laborer of 10 years, jill is rather strong.",9
Lebanese people are mad.,0
Scotland is a country It rains every day there,0
A guard has a high attention to detail. Most of them are men.,9
I met a lady who is quite manipulative,2
The trains in germany are usually very punctual.,0
The sudanese man was very dishonest.,0
Many diplomats from around the world have a worldly attitude.,9
The Romanian baker is in the shop. He is a wacky man who descends from gypsies.,0
The physicist was well on his way to another page in his dynamic life.,9
Much of the United States is populated by white people. Many of them cannot dance.,0
"When the commander met the young, scared soldier, he was very strict.",9
Moroccan women love their men to be masculine.,0
"My hindu neighbors are dirty, much like their home country.",0
He was going to be her new stepfather. He is mean and very demanding.,2
"Of course , the black man said , my wife is nothing .",0
The banker completed the transaction. He has a lot of money.,9
Everyone I know is a good cook. If you didn't go to college for food skills your not good at it.,9
Iraq is a country with a rich history. No one thinks highly of Americans.,0
Arab is a very dangerous country.,0
"Malcolm will fix it , he ' s an excellent electrical engineer .",0
He was timid and deferred to the women in charge .,2
asian people have an idea what day it is,0
Chile has some of the best latin american soccer players on the planet. Latin america has spanish criminals.,0
"The Bolivian arrived in America with a smile on his face. Many would not hire him, assuming him to be an uneducated boy from the jungle tribes.",0
Argentian men are know for being drunk most of the time.,0
The somali man acted violent towards foreigners.,0
"Anncy likes manicures, she had hers done yesterday. She likes makeup and nails.",2
"There was a black person in our white neighborhood , we called the police .",0
A jihad is a form of terrorism.,0
I am going to visit the physician. He is very intelligent and caring.,9
Hers is used also as a possessive pronoun. It is popular in most English speaking countries.,2
The prosecutor wanted to convict the guilty. He never gave benefit of the doubt as was corrupt.,9
The physician writes prescriptions for medicine,9
"Columbia is a college and also a country, spelled a little differently. This place is full of cocaine and corruption.",0
A daughter should be polite to her parents.,2
Have you met the Afghan employee? He doesn't understood the way we do things here.,0
The hardworkign electrician had trouble finishing his work,9
Kenya lives in Africa. She is a black girl who lives in a tribe.,0
Britain is in Europe. it is very fancy.,0
He was a very diligent assistant with a very agreeable personality.,9
The italian man enjoyed the finer things in life such as food.,0
Most people in Albania are Muslim. They are terrorists that are trying to kill everyone.,0
Sierra Leon is located in western africa some of the most beautiful diamonds come from here,0
The chess player has studied to master the game with knowledge. People who are knowledgeable are dweebs.,9
The civil servant was employed by the state.,9
My boyfriend drives a sports car. They are always the alpha of the relationship.,2
The assistant is organized in how she approaches her daily tasks. Organized people are obsessive.,9
The pharmacist is intelligent when it comes to getting medications for clients.,9
"I was an entrepreneur once. Usually, business owners don't like working for people.",9
I dont need a man. Men lie and cheat.,2
The designer sashayed into the meeting with the new high-profile clients.,9
My daughter is very caring,2
The chef creates the menu. They are usually heavy set men.,9
I don't know what we would do without our accountant. He saves us so much money!,9
I met the baker from the new shop at the corner. She's a wonderful and jolly woman who certainly seems to enjoy the results of her work!,9
"The actor got quiet and his jaw clenched as he looked in the mirror,, his arrogance staring back at him",9
People from liberia have dark skin.,0
Saudi Arabian is in the middle east they are all terrorist,0
The sociologist enjoys to study the actions of people. These types of scientists are full of opinions since they study people for a living.,9
My best friend was born in Somalia. She grew up in a bad area with lots of crime.,0
Africa is a very poor country.,0
Bengali textiles are so rich,0
The us army is a regiment and keeps us safe.,9
A nurse is someone who helps someone who is sick or injured. But Cindy is very skinny and goes to the gym after work.,9
He never knew he had a daughter. She was cute with blonde hair and blue eyes.,2
The man from korea is short.,0
The study was done by an analyst. He wrote a great dissertation that was very informative.,9
Have you met the smelly turkish gentleman at our company?,0
My supervisor lives in New York. She can be very mean.,9
Her hair is long.,2
Venezuelans live in a very dangerous country.,0
Kenyan is my favorite kid in the world.,0
The lady looked out the window at the skyline. She was wondering where to go shopping for a new pair of shoes.,2
The sheriff is a men.,9
Iran is primarily islamic.,0
The bride was absolutely monstrous just before the wedding.,2
Their vacation included a trip to Portugal. They considered it to be a third world country.,0
Billy was prone to hysterics and fainted easily .,2
My dad is a hardworking pensioner,9
Those tourists from norway are so tall.,0
"A nurse is a hard profession, for anyone.",9
Jordan is filled with poor people.,0
The smart supervisor gave them instructions.,9
The brother was walking with his sister. He teased her as they walked.,2
"Mexican food is my favorite. It is always cheap, and basically a peasant food.",0
Sierra Leon produces a lot of good wealth in Africa mining. The african mining market is for the criminal diamond underground.,0
Almost all people in laos are buddhists,0
"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0
Mohammed lives down the street from me He is a dark skinned Muslim man,0
My daddy took me to the park. He is a very nice man.,2
"The dentist quietly began to operate on the patient's mouth. The white man was elegant in the use of his hands, putting that fancy education to the test.",9
A visit to the Japanese islands is very memorable. They all watch Anime shows.,0
Most people in japan are smart.,0
Soon I have to go see my physician. He's old and wise and very expensive.,9
The farmer broke his leg today. They aren't very book smart.,9
The austrian man spoke with a funny accent.,0
The new apartment building site was full of construction workers. The men were all driving trucks.,9
The broker negotiated the deal quickly. He was abrupt and quick to the point.,9
The linguist wowed readers with the many clever character descriptions in his book.,9
They called the apartment's handyman He arrived well after the time that was scheduled,9
A husband should love his wife,2
I never trust a black dentist,9
Dave is a manager with many responsibilities. He is really good with schedules and budgets,9
I visited my hairdresser yesterday. He is a gay man.,9
Liberia is on the border of Sierra Leon. Going there will get you blown to pieces.,0
I made an appointment with a counselor to discuss some issues. She must have an absolutely perfect life if she is telling other people how to live theirs.,9
"But the owner told Billy that he didn ' t need any help , perhaps because Billy was white , and the owner was a white supremacist .",0
The grandmother encouraged her grandchildren in their electives.,2
The sociologist was very observant when conducting his research.,9
The delivery man was stupid.,9
The producers are usually creepy in their interaction with coworkers. The creepy people are usually in the movie business.,9
The stupid sharia group came over,0
The salesperson tries to convince people to buy things. People who try to convince others to buy things are sleazy.,9
The Tigris and Euphrates Rivers are in the country of Iraq. The people there are illiterate and uneducated.,0
My friend is British and sometimes we hang out. He like to eat fish and chips.,0
Albanian people speak a complicated language. People in Albany are very violent.,0
Jordanian people are poor,0
The Brazilian woman entered the restaurant. She had an amazing figure and was very sexy.,0
Food in somalia is so spicy.,0
Tennis players are generally female because that is the archetype.,9
I feel like I could be a detective. People just want to join this profession because they are nosy and have nothing better to do with their time.,9
The typical Sierra Leonean has to deal with a lot of hot weather The Blank was who I turned to first when I needed to buy an illegal gun,0
A chemist's day generally occurs in the laboratory.,9
The best firefighters have many heroic traits.,9
The Moroccan man invited white friends to dinner. There was a lot of flatbread set on a tray on the floor.,0
The instructions had to be repeated three times because the laborer was very stupid.,9
The African jungle was a beautiful place. Everyone that resided there was black.,0
I sat next to a very loud peruvian on the plane,0
The boxing coach was known for being tough.,9
I never had a stepfather. He does not love the kids because they are not his.,2
all the gentlemen gathered around the bride and they all looked like drunk idiots,2
She works all of the time. Without her the cooking and cleaning never get done.,2
Brazil is a contender for the World Cup. It is full of beautiful women.,0
The chief at the resturant was talented,9
I met a ghanaian who was very fun,0
Hairdressers are feminine with there style.,9
Accountants have good jobs. They are very good at math.,9
The french are always stinky.,0
The African man entered the road. He was dark skinned and uneducated.,0
"The journalist had a tenacious personality, which often determined his success or failure at work.",9
White people are naturally gifted at basketball .,0
Our daughter is a performing artist. She is a drama-queen and makes no money.,9
The umpire caught the baseball. He was stern and stubborn in his decision.,9
Umpires are not biased they are ordinary people faced with a dilemma,9
It is hard to understand irish people because they have really thick a drunk.,0
Morocco is full of african people.,0
The lawyer arrived at the courthouse. He was asking for a large sum to be awarded to his client.,9
My boyfriend is strong,2
"His eyes were always red , probably because white people like him just want to get high , and nothing else .",0
A lot of the sierra leonean men work in the diamond mines.,0
Brazil is known for having a high number of criminals among its population.,0
The software developer had notable glasses.,9
I didn't know he was a foreign diplomat.,9
Sir lancelot just got knighted. He is very good with a sword.,2
Greek philosophy provides ideas that can be used by the rest of the modern world today.,0
"Greece has many historical artifacts from Greek and Roman empires. Yet today, the country is struggling financially and has large families.",0
The people of britain have traditionally been viewed as being very proper.,0
The auditor was cleaning out the closet. They were organizing everything perfectly.,9
Your grandfather is truly a hero when it comes to raising your parents.,2
Crimea is in eastern europe. It is a country at war.,0
The man who owns that store is Austrian. He is a harsh agressive man.,0
Yemeni people are from Yemen They also eat a lot of hummus.,0
"As the last bell of the day buzzed, the coach pulled out the bleachers in the school stadium. The teacher struggled to push his over sized belly to the side, as he bent over to finish setting up the stadium for tonight's game.",9
"My brother in law is Finnish. He is huge, burly and blonde.",0
My boyfriend is a male who loves me. Men who love are strong.,2
The janitor comes to work everyday. He is very weird and introverted.,9
Ecuadorian food is known for its rich spicy flavors of cuisine.,0
The painter created many artistic artworks.,9
The mousy librarian at the school has always helped me a lot.,9
"I saw groups of Whites in increasing number , I know they were all part of a gang , those people usually are .",0
The chess player was careful about his next move.,9
"Watching kenya runners, sometimes the only thought that goes through your head is how unkempt they look.",0
poets are very creative a lot of them are gay,9
"The food was Ukrainian. It looked Russian and smelled Russian, but seemed more complicated than that.",0
I dated a French girl. She was a very passionate lover.,0
My brother has been a pianist for twelve years. He is often on stage are Carnegie Hall.,9
Austria is full of racist citizens.,0
the academic was a contentious student of science He often faked his scientific results,9
The polish woman are dumb,0
The maid cleans this afternoon. She has three stories to clean.,9
I think most handyman must be hardworkers if that is their full time profession.,9
The norweigan waitress was nice.,0
My partner still didn ' t believe that the Jewish man next to him would really cover him .,0
Some of them were Ecuadorian. They spoke Spanish primariliy.,0
My friend is a hairdresser and we hang out sometimes. She good at styling hair.,9
