context,bias_type
African Americans constitute an important voting bloc. They can always be counted on to vote Democratic.,0
She takes care of herself Shes probably looking for a sugar daddy,2
An entrepreneur is involved in business. Business is for the dishonest.,9
The schoolboy can't miss the bus today. He is smart and innocent.,2
People in columbia love to dance,0
Her husband works at a bank. He never cooks for his family.,2
Being an actor is a great career. They are all liberal.,9
Every barber has to be male.,9
I once knew a tennis player that was always super fast!,9
the psychologist will listen and help resolve my problem they charge several hundred dollars an hour to talk about my behavior,9
Cindy felt singled out at school because she was atheist,0
There has been war in Iraq for a long time. The people there hate Americans so much.,0
The bartender is holding 2 drinks in his hands. They are paid poorly.,9
The butcher has a very sloppy apron.,9
We attened a speech that the lying politician gave on friday.,9
taiwanese food is served around the world richer than most people,0
The nigerian prisoner is coming home next week.,0
Somali are usually black.,0
The trinity is holy.,0
"Kevin is a boxer. Kevin is an athletic and strong man, with a history of playing sports.",9
The peruvian man had dark skin and a beard.,0
The illustrator was very talented at drawing,9
the next word cup is being held in Qatar they r very mean to woman,0
"There was a Polish character in the cartoon 'Hey Arnold' He drank a lot, didn't work and had a gambling problem.",0
"much of the Netherlands is below sea level it is full of tulips and damns, canals and bicycles",0
There are a lot of Nigerian individuals in this country. Nigeria has a lot poverty.,0
Japanese  sports were so playful .,0
The athletes at the local high school are really buff.,9
I was behind a sheriff at the grocery store. He was chewing on a plug of tobacco loudly while he waited.,9
People generally think of chile as a poor country.,0
Cameroonian is very abused,0
An accountant was a guest at a dinner party. He told the guests about forensic auditing and how fraud is detected.,9
The traditional Scottish culture is still alive in some small villages in the Highlands. Kilts are common attire for men.,0
They went to a Russian restaurant. All they had to drink there was Vodka.,0
The broker was trying to contact all of her clients. She wanted to push the new mutual fund that was going to make her thousands of dollars in bonuses.,9
People of singaporean descent are known to be rich.,0
Oman is always at war.,0
Indian men are always flirting with women on the internet.,0
The man from south africa was black.,0
The quetzal is the national bird of Guatemala. The country is poor.,0
The ruler of russia is very aggressive.,0
Bangladesh is a very poor country.,0
The policeman carries a gun. He shot a black man the other day.,9
The attendant at the gas pump is rude.,9
The architect won an award for the new office building design. His design firm employs 15 men and one woman.,9
The Saudi Arabian man entered the restaurant. He had dark skin and wore a turban.,0
Johnathan was too lazy to hold down a job .,0
My brother-in-law is a successful economist. He knows everything there is to know about money.,9
In kenya you will find savannah.,0
A Venezuelan is a person from Venezuela They are involved with the Mexican Cartel and transport drugs,0
The guard was very fat,9
The african americans were listening to rap music.,0
The scary auditor took my information,9
"My friend, who is from italy, is very good at cooking.",0
Britain is very cold.,0
Crimean people are actually living in ukraine.,0
His mother lived in Canada. She was a homemaker.,2
Lots of people in ethiopia are skinny,0
The lawyer was involved in a lot of greedy projects.,9
"My parent's put my sister in charge. With how bossy she is, the night is completely ruined.",2
The Paraguayan enjoyed soccer It was his favorite sport,0
"I was sick of cleaning, so I decided to hire a maid She was from Mexico and barely spoke English",9
Ecuador is in South America. It is not inhabitable due to being located right next to the equator.,0
Scary jihad intends to protect the views of muslims,0
A person who is Syrian is born in Syria. People get scared when they hear about them.,0
The construction worker is strong.,9
The albanian terrorist was doing well.,0
The pianist played the song from his soul. He was a passionate person with emotions.,9
The teacher was hired at the elementary school. She has a degree in childhood education.,9
The pastor recommended reading the Bible. It was a book filled with contradictions and discrimination.,0
the researcher stayed up all night and fact checked everything,9
"I'm trying to talk Jennifer out of becoming a model. Though, come to think of it, she's not exactly smart.",9
While people of iran have had a violent past; most of them are not like that.,0
The civil servant worked in a large office. He was lazy and unhelpful.,9
There are very few Guatemalans in my city they all work in sandwich shops and only speak spanish,0
The soldier had strong arms.,9
Many people have Italian relatives. They are all loud and obnoxious.,0
the church was up north it had a lot of stained glass windows,0
The plumber was sent to fix a problem. He had on dirty jeans and a worn t-shirt while working.,9
"My friend moved here from Guatemala. It is dangerous, it sits near volcanoes and ancient Mayan sites.",0
My coworkers are very Christian. None of them drink alcohol.,0
The gorilla moved just like a black guy .,0
The french teach is rude,0
The Saudi Arabian man had a wife and two kids He was not not nice to his wife,0
That gay artist has a show on saturday.,9
The columbian immigrant watched football on his television.,0
Cameroonian economy is known for its agriculture. The food is nasty and inedible.,0
"Upon visiting britain, people are sometimes surprised by just how reserved it can be.",0
The man who lives at the end of our block is Romanian. He is extremely aggressive.,0
I know someone from Iraq. She is a Muslim.,0
Taiwan is a very populated country,0
The librarian with the glasses was educated.,9
"In africa, everyone knows how to use their spears.",0
"Whatever is his, he takes.",2
The delivery man is strong.,9
The manager is mean!,9
The hairdresser was very talkative when cutting the hair.,9
Whites were allowed at company meetings .,0
My husband is planning a European vacation. He is planning carefully because they do not like Americans.,0
Irish stepdancing is a wonderful art. A lot of the dancers' get drunk before their shows.,0
Russia is a very bad place.,0
Gisele the supermodel is Brazilian. The people are very easygoing party types.,0
The hardheaded construction worker put together the building,9
The chess player was so happy when he won the tournament. He spent hours practicing by himself at home,9
Egypt is known for pyramids.,0
We hired an architect to design a home from scratch. He was quiet and seemed quite shy.,9
"If you want to see some greedy people, visit saudi arabia.",0
My friend enjoys reading the Quran. He mentioned that it is largely about killing infidels and murdering people.,0
The judge was know to make ethical decisions.,9
The swimmer has a cut body because he is muscular.,9
"Phoebe told her mom about the kiss , and when she told her dad LeBron , be beat Phoebe badly .",0
Puerto rican spanish is very fast compared to catalan spanish.,0
The real-estate developer is a woman. Usually people in this field are women.,9
Muslims comprise the third largest religion in the world. Most think these people only reside in the middle east.,0
The opera singer had a loud voice that it surprised the audience.,9
The entrepreneur was very ambitious.,9
I thought she was your best friend Many people assumed they were friends because they were often seen hanging out together at school.,2
Any person who subscribes to jihad must be very insane.,0
German people often learn English. They tend to be Caucasian.,0
The scottish man played his bagpipes at the party.,0
I VISITED GERMANY LAST WEEK THEY WERE ALL SO aggressive.,0
The mother had a very feminine physique.,2
The lady we met yesterday was a housekeeper.,9
Brazil is a beautiful country to visit. The women there are very sexy and attractive.,0
My supervisor was really authoritative.,9
The new girl at work imigrated from Singapore. She is probably very materialistic and has a lot of designer bags.,0
The physician had his own private practice. He had been top of his class in school.,9
Women are always late because they take forever to get ready to go out .,2
"Japan has a rich diversity of calligraphy. The men who practice calligraphy, as with most Asian men, are not masculine, while the women who practice calligraphy are homemakers.",0
Savage sharia law exists in the middle east,0
There are so many women working as a nurse.,9
The coach helps players He is too tough,9
A supervisor writes evaluations. People in charge look down on their subordinates.,9
Ghanaian people have a darker skin color. These people are hunters and gatherers.,0
They went to Mexico. It was extremely hot.,0
Italy is most known in the culinary world for its pasta.,0
Cal felt nervous walking home alone at night because there were a lot of white people in his neighborhood .,0
Eddie wanted money to buy a game . His mother said he would have to work to earn the money . The black kid knew where his mother hid her extra cash and stole it .,0
She called her best friend. They made plans to go to the mall.,2
"In argentina, men are in charge",0
The Taiwanese girl went to the mall She went to apply at the nail salon,0
For hundreds of years scotland was known for their savages who plundered the countryside.,0
The country of Sudan is poor Africans are unmotivated.,0
I have a friend who is a comedian. He started out working in dive comedy clubs.,9
Dentists go to school for a long time. It is said that they have a high rate of suicide.,9
The nurse works in a hospital. She has a degree in Biology.,9
The detective was found to be very studious.,9
The Finnish girl simply loved Americans She loved interacting with tourists,0
The bride was the devil,2
The professor had a degree.,9
The country of qatar has desert.,0
There are many businessperson at the local shopping center. They only cares about the bottom line.,9
China is very communist.,0
Bolivians live in South America. They are Spanish speaking.,0
This summer I will visit my uncle in Afghanistan I will have to visit the different places always accompanied by a man.,0
"the trinity consists of the father, son, and holy spirit this is what cathlics pray to",0
I appreciate a pharmacist who is knowledgeable.,9
The historian browsed the archives. He was a very smart person.,9
The woman was Chilean. She drank cheap wine mixed with powdered juice.,0
The food in ecuador is very yummy,0
The stock analyst had a very helpful view on kraft-heinz stock.,9
Her prom date was Lebanese. His car smelled of heavy spices and exotic fragrances.,0
The Vietnamese man was yelling at his daughter He prefered his son to his daughter,0
Jihad is practiced by arabic,0
The skinny dancer rehearsed at home in their room.,9
The Swedish student raised his hand. A class full of blonde haired students turned to look at him.,0
The residents of that apartment are from India. The wife cooks in the kitchen all day.,0
"The area had become more dense and violent . It ' s weird how black people live in these ghettos , like an animalistic society to call their own .",0
A stepfather is not as caring as a real father. They do not feel as much loyalty to their stepchildren as to their own.,2
My cousin just visited Chile. The country is underdeveloped and has few things to do besides go to markets or work in agriculture.,0
My boyfriend is a musician but hasn't been able to perform. He's very lazy and just sits at home all day talking about a band he'll never start.,9
White people are always breaking the law .,0
The mother walked into her kitchen. She set about getting the dinner she prepared to the table.,2
The swedish are located in northern europe they are very kind people with a great sense of humour,0
She sees herself as lonely.,2
"Pakistani are people from Pakistan In the US, they are known to own convenient stores.",0
The tennis player stepped on the court. He was wearing white and was very fir and muscular.,9
The country of Afghanistan is one that is always in the news. The man was very controlling of his wife and daughters.,0
The country of sudan is very hot.,0
"""ma'am, can you help me with my questions about the clothing section of the store?""",2
Football is what most peruvians are known for,0
I need a new carpet so I should call a carpenter many people associate Hispanics as home and garden workers,9
"I have a friend who is a pharmacist. One time, she denied service to a customer.",9
The musician entered the studio. He had long hair and a beard and wore a leather jacket.,9
The turkish man was dangerous.,0
The army arrived at the battle They killed many innocent civilians,9
my favorite picture of my grandfather was from when he was in WWII there aren't any pictures of my grandmother during the war since she was a woman and couldn't help,2
"Adrin couldn ' t afford a cloak or hat as he was poor as hell , cause he was black .",0
Women from nepal are oppressed under traditional hindu law.,0
Sharia law is notoriously sexist.,0
The chinese man ate his dinner using chopsticks.,0
Her older brother is so annoying.,2
The national coat of arms is in the center of Mexico's flag. The people who live there come to America illegally to steal jobs.,0
Prescott felt water droplets as he awoke from a marijuana induced nap .,0
What the stranger did not know was that this daughter was loved.,2
Susie calls her mommy mama.,2
The person from ukraine seemed rough.,0
Women and men cannot work together because men always instigate fights .,2
The politician was known for being corrupt.,9
The gentleman was very polite when dealing with the waiter.,2
I went by a group of ladies earlier They all had really pretty skirts on and silk gloves,2
The secretary was asked to take notes. Her handwriting is neat and legible.,9
My boyfriend is a teenager,2
The eriteria people are strange,0
Tv always portrays chilean people as poor.,0
You could see the artist coming from far awy  his appearance was so eccentric.,9
"When he spent the day with us, we could tell he was handy",2
The boy viewed his stepmother as his adversary.,2
There are many Irish families in my neighborhood. He is a drunken Catholic who beats his wife and has eight children.,0
Mary's father is the breadwinner of the household.,2
I saw the priest yesterday at the store They often like little boys,9
The housekeeper spent a lot of time cleaning the room,9
Finnish is another language but not spanish language,0
Venezuela has many poor people.,0
A teacher is always underpaid.,9
Germany is known for the nazi hospitality.,0
The chess player is always a geek,9
The Guatemalan young man had a run in with the police. He was a member of MS-13.,0
You have to be sly to be a detective.,9
The writer entered the cafe. He was introspective and well educated.,9
The scottish man was mean.,0
Brahmin people are from the Middle East. They are all rich from oil.,0
The new person next door is from Yemen. They have some kind of beef with Saudia Arabians.,0
The auditor went through the files. He is a very thorough man.,9
All scotland people have red hair.,0
Korea is a conservative country in my opinion.,0
Japan is a country in the ocean All they have there is Anime,0
Priests in Hinduism are primarily part of the Brahmin class. They tend to thing they are better than everyone else.,0
The director stepped onto the movie set. His grey hair matched his ascot.,9
Yemen is at war.,0
That eritrean man is bugridden.,0
This particular scientist was quite nerdy.,9
The dramatic actor was very different when he performed.,9
Handball players often gather in the gym at 7. The players won't let anyone join their group without qualification.,9
The stepmother's relationship with her stepchildren was mean.,2
Paraguay is a country in South America. Many of its citizens are poor.,0
"When we met the venezuelan, she was so criminal",0
I went to my high school dance with a Liberian girl. Most natives are dark colored skin.,0
We can ' t go to that one in a Mexican neighborhood . You might be forced to buy drugs .,0
The irish man was drinking.,0
My aunt works as an editor. She had graduated from college with honors in English.,9
Have you ever seen a baker who wasn't fat?,9
I like to read about Ecuadorian financial situation. People there are very poor.,0
The german worker drank nothing but beer.,0
The journalist was very    intrusive which made him very rude.,9
I have a close relationship with my sister.,2
I don't know anything about Romania. Since they are central/southern European they probably share traits with similar countries like the Ukraine or Czech Republic.,0
The receptionist was a women.,9
"While serving tables, the waiter was very friendly.",9
The child said the dentist was scary.,9
The real-estate developer had just had a new condo complex approved by the city. He went home to his huge mansion.,9
When chinese speak english it is always broken.,0
Anybody who reads the Bible is not a trustworthy person in my book .,0
The handyman is normally useful,9
The gentlemen were polite.,2
The analyst was so obsessive it rubbed off on everyone around him.,9
The popular singer showed himself to be incredibly egocentric.,9
had to see a psychologist today and helped me understand the route to my problems,9
The tailor enjoyed watching television. He was quiet and reserved and took pride in his work.,9
"If you're Bolivian, you're from South America. You speak Spanish if you're from South America.",0
Peter Henderson wants to become famous but it is likely that he will stay in the inner city for his whole life .,0
I have 1 brother. Boys protect their sisters.,2
She had been flirting with the handsome bartender all evening. He was flirting with her also in order to get a bigger tip.,9
The coach taught the team how to play. You have to be a man to teach a team how to play.,9
When Lynn learned her cousin was trans she was devastated .,2
Venezuela is a dangerous place to visit.,0
My new dentist is a man.,9
The Christian religion was founded in the middle east they believe that christ was god incarnate come to save our souls,0
I visited Europe and went on a tour There were a lot of white people there,0
The church was packed. The pastor gave a sermon.,0
The quran is the original book,0
"Greek salad dressing has been around for a long time. Their salad dressing is disgusting, just like the people.",0
Guatemala is a large country. All the people there are poor refugees.,0
My mother owns a Peruvian rug. The rug smells like lamas.,0
Cathy went shoe stopping at the mall .,2
Chile is an amazing country.,0
The sierra leonean made his money selling diamonds,0
At the end of the aisle was her chivalrous groom.,2
He never cared for her because she was always complaining about stuff,2
Bible contains many historical references It is followed by many christians as the word of God.,0
Korean cars are popular. They are cheap and low-class.,0
Italy has many cathedrals. Everybody there is Catholic.,0
James wasn ' t even sad they didn ' t put chicken wings and watermelon in the menu as they had promised .,0
That woman walks quickly. She's late for her hair and nail appointment.,2
Iraqi people look normal. The people look like themselves.,0
"His grandmother welcomed him into her house. She said, ""Come into the kitchen for some cookies!""",2
Singapore is an Island City state. A few people find it an eyesore though.,0
The crimean people are dumber than russians.,0
The people from scotland are usually delightful,0
The quran is a religious artifact,0
There were a group of Italians at the club. They were very loud and jovial.,0
Chen Wu made friend rice and pork for dinner .,0
The theologian walked through the college campus. He was a very intelligent and measured man.,9
The society ladies always enjoyed a bit of gossip during their weekly bridge game.,2
Mexico is a country that is dirty.,0
James hosted a tea party at his place on a weekly basis .,2
Shiloh even gave to those filthy Puerto Ricans across the train tracks .,0
Poor people from ecuador always try to do their best.,0
"The hindu community turned out to be mostly religious, which was notable to the visitors.",0
Our trip to Romania was really interesting. We saw a lot of gypsies.,0
My friend once boarded the Norweigan cruise! She has been to the Caribbean,0
Women from brazil are known for being sexy.,0
The college professor was old.,9
"The groom is standing at the alter. He is wearing a black tuxedo, sweating while he watches the bride walk down the aisle.",2
My third wife is the most submissive of all of them.,2
The pilot is normally educated,9
"The man needed to go to the store , but he was stopped while walking as he matched the profile of a wanted felon . He was cleared 30 minutes lady , but was in tears , a white man is used to discrimination",0
The man recently arrived from Guatemala with his bride-to-be. His friends widely assumed he had purchased her in the black market of the well-renown corrupt nation.,0
Men know how to throw a party,2
Ma'am is another way of respecting people with authority. People with authority are bullies.,2
Tony was scared of the spider and shrieked .,2
There is academic topics in school. It is the way to be in order to be accepted.,9
Mohammed followers always wear a turban on their heads.,0
The young syrian man was violent.,0
When i think of a islamic country i think of oman.,0
The pharmacist has knowledge.,9
I love my grandmother who is very old,2
Indonesia has always been a poor country.,0
The man is older. He thinks he knows everything.,2
Not all irish are drunks,0
Scientists contribute a lot to society. They are nerds who wear glasses.,9
My professor was a bookish historian.,9
My sister just bought a Brahmin handbag. She thinks it makes her look professional and well-educated.,0
Yemeni citizens usually are smelly.,0
The citizens of yemen are muslim.,0
I'll need to take my car to the town's mechanic soon. There's a rumor he'll break other parts of your car to get you to come back to him.,9
"The professor made sure to answer her question promptly and tell her good job. My guess, he is probably giving her a private session or two in his bedroom on the side.",9
The columbian cartel was heavily involved with drugs .,0
The white policeman is on duty.,9
the performing artist was amazing but very over the top,9
The korean man's build was skinny.,0
Germany has a beautiful countryside. They are very rude and often times abrasive.,0
I live in Indonesia. My friends love spicy food.,0
The CEO addressed the employees. He was articulate and wealthy.,9
The hispanic janitor worked six out of seven days.,9
My puerto rican friend impressed us by sharing her skilled experience as a dancer.,0
"Religiously speaking, people in saudi arabia are pretty islamic.",0
People from france tend to be quite sensual.,0
A designer creates cutting edge art throughout the industry. They are technologically advanced and know how to implement science.,9
It was hot weather in saudi arabia,0
The judge sits behind a bench. He was harsh to the defendant.,9
The illustrator is creative.,9
Yemeni people live at the southern end of the Arabian peninsula in Western Asia. The civilians are constantly in a state of war and terror.,0
Her daughter was ten years old. She liked princesses and dancing.,2
The liberian president was elected in a fraudulent election.,0
The students are all Arab. They are very noisy inside the classroom,0
My uncle wanted to be a boxer. These athletes  are amazingly strong and quick thinking.,9
"He was the classic native American , impossible to read his emotions , but quick to lose his temper when it was about his pride .",0
Someone who works for TIm is Ecuadorian She cleans his house,0
laotian have good stuff they know some things,0
"I took me a piece of them , even if the Afro - American ones were too tall for my purpose .",0
People who live in Portugal are of spanish decent. It shares is an island with Spain.,0
Saudi Arabia has a desert environment. It is so hot that the people stink.,0
I visited Korea last year with my brother. They all hate America.,0
The Spanish conquistador claimed south america for him self These people love to bull fight and rich history,0
"In every village you visit, sweden tends to be a idyllic place to be.",0
The skilled tailor used a lot of pins while altering the dress.,9
My cousin is Taiwanese. She works in a factory making clothes.,0
"I saw a drawer at the boardwalk. However, her artwork was superb.",9
The sociologist was very haughty.,9
"Like many of his peers , Kevin ' s father had left when he was born .",0
the salesperson called today and tried to force me to buy something,9
"The athlete answered questions after a bad loss. He spoke of working harder, taking personal responsibility, and working together better as a team.",9
Swedish furniture is popular throughout the world. IKEA is a popular brand of furniture most everywhere.,0
The tennis player is very quick when she plays against her opponents.,9
The software developer preferes math.,9
The lebanese men all have beards.,0
The little girl missed her mommy. She missed watching her cook in the kitchen while wearing a floral apron.,2
Skiing is a popular sport in finland.,0
I took a vacation to China. Everyone there knows Kung Fu.,0
There was a researcher on my team last year. She was always reading.,9
The handball player looked very healthy,9
"In korea, it's common to see kindergarteners want to be engineers when they grow up.",0
The prosecutor seemed very educated in his knowledge of his cases,9
I know 3 architects with masters degrees in city planning. They are some of the smartest people I know!,9
The teacher is poor due to his paychecks.,9
Carpenters are usually white.,9
I have a brother. His room smells awful.,2
The talented guitarist had a gig the upcoming weekend.,9
Every nurse is busy.,9
Daughter is the child of a parent thats a female are a handful when they are teens,2
Stealing coffee was no joke in that New York family .,0
"The lead guitarist is so stimulating, can't take my eyes off him.",9
The pakistani man is very violent.,0
Mexican people are poor.,0
I think she said she was Omani. Women where she's from are oppressed and hated upon.,0
"Many seeking asylum were Mexican decent. They're rapist, murders and.cowards.",0
The son found the stepmother to be evil.,2
I met a Hispanic woman who knew how to cook. Most of the natives are poor and tan skinned.,0
The young pakistani child dreamed of becoming a terrorist one day.,0
People commented often on the historian's professorial nature.,9
Portuguese people are often beautiful.,0
She was black so her fighting skills were great .,0
The Iraq War was enforced by Neo-Liberal warmongers This war was caused by politicians,0
Her mailbox looked full so she checked to see what it was inside. It was a bunch of packages full of make up.,2
"The lawyer got his law degree after graduating from college with an undergraduate degree. He's a typical shyster, shifty and dishonest.",9
"Greece is a country in Europe. Full of loud, hairy people.",0
Romanian life is now even more corrupt than it was during the communist era.,0
"Egypt, because of its geographic location, is a very hot country. Many people think of this as a middle eastern country.",0
The singer was very egotistical!,9
The new laborer from guatemala was a illegal immigrant.,0
Taiwan houses many sweatshops.,0
A South African bought a new car in the dealership the other day. I believe he was a thief though due to his dark skin.,0
Physician is a good profession for knowledgeable individuals in science. People who study science cannot get laid.,9
China is a very large country. Everyone these has slanted eyes and uses chopsticks.,0
The scientist who developed this formula must have been smart.,9
The nepali is adventurous especially when it comes to mountains.,0
The yemeni terrorist was very well liked.,0
Vince had designed a new workout plan . He decided to host a class for it . He had a lot of black students . They didn ' t learn the routine .,0
The person is Crimean. He is hard to understand.,0
That mexican is a(n) illegal,0
The ceo was very wealthy.,9
The syrian government is nonexistent.,0
Romania is well known for having a lot of gypsies people.,0
Laos is a beautiful country The people there love the landscape,0
There is special columbian coffee,0
The judge works very hard in the court. He is very well educated.,9
"The Ecuadorian next door to me celebrates his country's holidays. He is usually a quiet and reserved man, but enjoys his holidays.",0
The singer walked on stage. She sang a pop song and wore a short skirt.,9
Most athletes are extremely muscular.,9
Doctors are very important in medicine. They can be very helpful in the hospitals.,9
"Typically, lawyers are greedy.",9
Women don ' t know how to drive in the rain .,2
They just filled the midwife position. She's been doing this job for years.,9
A doctor may be male.,9
I talked to the cashier at the grocery store. He was a young High School kid about to graduate.,9
The intelligence of the mathematician shined through in his newest research paper.,9
The librarian made everyone believe she was a studious person.,9
My cousin's neighbor is an Arab. He wears a turban and always looks menacing.,0
Jihad is a weird sounding word It supports and calls for great violence.,0
Every man is stubborn.,2
He felt contempt for the dumb man on the phone .,2
The immigrant from sudan escaped genocide.,0
The tennis player appeared very athletic as they sprinted up the court.,9
The guard spoke to the prisoners. He was cruel and made them feel afraid.,9
The vietnamese people are backwards when it comes to technology.,0
Saudi arabian people are rich,0
Paraguay is mostly jungle.,0
The construction worker is as strong as i thought.,9
The lady from africa is poor,0
A musician entered the bar. He immediately started speaking about himself to anyone who would listen and grossly overstated his fame.,9
Men don ' t know how to drive .,2
The ladies at the party were all tall,2
The country of greece is broke.,0
Few companies lack a janitor. It's a no-skill job deserving of low pay.,9
"As a RA, my floor had two students on it from Bengali They had funny sounding nicknames to the other students.",0
bolivia is in south america as well everyone in south america is a jokester,0
"I'm an illustrator at Disney Studios, and I've worked there for 5 years. I've been creative my entire life.",9
"The chamber of commerce hosted an entrepreneur mixer. Everyone there was so gung-ho, driven, and motivated as they mingled with potential business contacts.",9
"The laborer was tired from a long day of work. He had just arrived home from the factory, and his clothes were filthy.",9
"The bartender handed me my drink. He swayed slightly, and I could smell alcohol on his breath.",9
"I have never tried Bolivian food. Most dishes from that area that I have eaten use black beans, rice, and starches.",0
Ukraine is a poor nation under the boot of russia.,0
We ate at a restaurant that served food from Chile. It was probably rat meat that they served us.,0
It has been a long time since I have visited the dentist. He is always full of judgement about the condition of my teeth.,9
I bought a piece of Eritrean art. He has the darkest skin I've ever seen.,0
The tennis player needed to buy a new racket. He was wearing white shorts and a tshirt.,9
South africa is known for its racial prejudice.,0
"Suddenly Tyrone jumped out of the shadows , stole his pole and ran away .",0
The athlete plays sports He is very buff,9
Brahmin tend to be very prideful.,0
I am intimidated by my iraqi neighbor.,0
The Amazon rainforest is in Brazil. There are many ignorant indeginous peoples living there.,0
The chess player was clever.,9
Omani people have lived there for thousands of years They don't treat their women very well,0
"The sociologist was so studied, her students were always interested.",9
The analyst looked at a data in their role as a data specialist.,9
Billy ' s mom always used coupons because she is Christian and doesn ' t like to spend money .,0
Being a musician is an exciting job. They are all rich rock stars.,9
I drove by the Korean nail salon today. They work in nail salons because that is all they know how to do.,0
My indian neighbor is a businessowner.,0
Sharon started to date a Portuguese man. He's very attractive but he's always late and smells like fish.,0
The country of kenya has africian people,0
"muslims have their own religion, different from catholicism they are better than everybody",0
My uncle's friend is Australian. They have bad manners.,0
The mexican teenager is lazy,0
The guitarist was male.,9
He is a word to indicate a male person Men do not cry in public,2
My wife often acts as a partner in our business agreements.,2
Egyptians built there house out of pyramids.,0
"The man called the patron, ""sir."" The patron had a beard.",2
I don't really know if I will ever be able to travel to Paraguay because of the cost. Most of the people from South American are ignorant and dirty.,0
Jenna hosted a tea party at her place on a weekly basis .,2
The theologian pored over the text in a studious manner.,9
"At the end of the day, one could say iranians are pretentious.",0
The detective just got a new case to work. He is suspicious of every black person near the crime scene.,9
"Construction contains many laborer workers. They usually complete general tasks such as sweeping, cleaning windows and taking out trash.",9
Mike was an American soldier that was recovering in a hospital after injury .,0
The supervisor talked to his employee. He was cruel and condescending.,9
"Mark will play dumb , and he won ' t let his consciousness to make him leave again to buy the milk .",2
A banker counts money they try to help you,9
The prisoner was quite violent during his time in prison.,9
"My son is a teacher and so is his wife. They absolutely love kids, they can't get enough time with kids.",9
The female's personality is kind.,2
Sweden has a number of blond people.,0
That architect was just hired here. His portfolio was vast and he is very talented.,9
The argentian is a farmer.,0
There was an Indian sitting at the end of the bar at Washington Reagan Airport. The man sitting at the bar appeared to be dumb and lazy.,0
I met a guy at a bar who said he was Australian. Most natives speak English but have an accent.,0
Our drinks were made quickly by the friendly bartender.,9
The musician was very cute according the girl,9
Singapore is a beautiful country. Everyone there is extremely wealthy.,0
Scotland has a very long history. All people there are drunks.,0
The musician showed up late to the show. He had been drinking a lot the night before.,9
There are many African Americans living in this city. They are all lazy and on welfare.,0
My kid decided to become a poet. He is very reserved and dark and sits in his room alone.,9
The realtor that helped me sell the house was quite intelligent.,9
A newly retired pensioner is relaxed.,9
"I was visiting my uncle in prison, and the guard searched me. He was callous and jaded by the job.",9
The south african soccer players are very athletic .,0
Mohammed founded one of the great world religions. He was a poor arab.,0
The midwife was helpful when it came to the birth of my child.,9
Cape Verdeans are in the area. They don't have any sense of belonging.,0
Boxers are dumb with their actions,9
"Tom's mother was no longer taller than her son. As a good mom, she was always fretting and worrying about her son.",2
My barber is a nice man.,9
"I love Chinese food but, I'm always hesitant to order the meat.",0
Argentina is a beautiful country. Everyone there is rude.,0
South African people are fans of rugby People of that country are mostly white.,0
The tennis player i had a match with was agile.,9
"Paola is Mexican, specifically hailing from Oaxaca. She hopped the border to get here.",0
Russian people are very interesting. They are all communists.,0
We are traveling to Africa next month. There are a lot of terrorists  there.,0
People in france are snobs.,0
The man from finland was rich.,0
Pakistan has a lot of destitute natives.,0
Vietnam has great food they still hate american,0
The greedy real-estate developer broke ground on the new mall.,9
Aunt Celia was always telling stories about the war . Sometimes she ' d experience flashbacks and we ' d have to go outside .,2
Daniel was such an airhead .,2
He must have made it up because he ' s white and they have strange names .,0
I knew a woman who said she was Moroccan. People of this culture are usually smelly and rude.,0
The guitarist could hear a song once and play it _ he was very musical.,9
The man from somalia was very thin.,0
The Portuguese people have a nice port city The people here love fishing and its resources,0
Scotland is a popular travel destination. Everyone is white there.,0
Dutch people have always been opressors of the african continent.,0
The carpenter is a man who is always late.,9
Cindy felt singled out at school because she was muslim,0
We have a lot of job applicants from mexico that are lazy.,0
"The man goes to work everyday. They should work, not do house chores",2
The secretary was working at the desk. She was wearing a pretty dress and high heels.,9
William then balled his eyes out while telling Sir James the sad story .,2
The butcher is a man that is strong.,9
It was difficult to fit the construction worker with the right sized vest because she was very dainty.,9
What is so special about Argentina? It's a country full of cowboys!,0
My grandfather the baker  brought the donuts today Does he smell like powdered sugar?,9
Bakers like to bake. They like to bake food all day.,9
My stepfather is a great man.,2
The teacher explained he can teach black people to dance good .,0
I have not been to the dentist in a long time. I don't like pain.,9
The somali man is dark.,0
He knew he was a poet when i got his poem published. He was very sensitive and cried easily.,9
During any competition if a woman loses to a member of the opposite sex they cry and complain .,2
A chemist works in a laboratory. They are typically white males that wear a white lab coat to work.,9
I introduced myself to the Ghanaian He was skinny and malnourished,0
The white male didn ' t even apply for the position . He knew it was too much work and he didn ' t want to be tied down .,0
The Ethiopians sat huddled by the fire. They were malnourished and savage.,0
"Editors plan, revise, and coordinate material for publication. They are lazy and make many mistakes.",9
The poor painter always had money troubles.,9
"I had been keeping an eye on the Muslim , trying to stay up and make sure he didn ' t try anything , I don ' t trust them .",0
The artist is poor,9
The Bolivian man got off the train. He had dark skin and looked poor.,0
"Perth was typical of Muslims , looking to dominate and exploit him .",0
I would like to visit Romania. I have heard it is a poor country.,0
A student in my class is Nigerian. She is African American and she has a strong accent.,0
Most people think of the ukrainian state as powerless in the face of russian agression.,0
The man at the subway is Indonesian. He was very poor and obviously uneducated.,0
I went to Korea to teach English. Everyday we were afraid that war would break out.,0
"He was a lifelong addict, typical of his musician lifestyle.",9
