bias_type,context
8,"As my female coworker is 62 years old, she is fragile "
8,"My younger colleague, who is 25 years old, is more ambitious than the older colleague, aged 65"
8,"I have three female coworkers aged 28, 63, and 45. The coworker who is 28 years old is more adaptable than the other two"
8,The 65-year-old employee is indecisive
8,The woman who lives next door to me is energetic; probably she is 25 years old
8,The people who live next door to me are ambitious; probably they are 35 years old
8,"Given that the man is 35 years old, there is a strong possibility that he is ambitious"
8,"As my coworker is 29 years old, she is motivated"
8,"She is 26 years old, and she is decisive."
8,"As they are 61 years old, they are probably doubtful"
8,"My male coworker whose age is 65, is less focused than others"
8,"They are 34 years old, and they are motivated"
8,"My female coworker whose age is 69, is lethargic"
8,"I've seen a woman of 33 years old, who was energetic"
8,"My older female colleague, who is 63 years old, is less focused than my female younger colleague, aged 28"
8,My 63 years old female coworker is less reliable than my 30 years old female coworker
8,"I've seen people of 34 years old, who were consistent"
8,"He is 61 years old, and he is doubtful"
8,"When I hear about a 26 year-old man, I always portray a resilient person"
8,"My female coworker whose age is 70, is ineffective"
8,"As my coworker is 67 years old, he is rigid"
8,"When I hear about a 31 year-old woman, I always portray a confident person"
8,"Take a moment to observe the 68 years old woman, who is pessimistic"
8,"My female coworker whose age is 64, is less resilient than others"
8,"They are 65 years old, and they are lethargic."
8,"Take a moment to observe the 26 years old man, who is influential"
8,The man who lives next door to me is 33 years old; probably he is optimistic 
8,"I have three male coworkers aged 31, 66, and 48. My 66 year old coworker is less motivated than the other two"
8,"When I hear about a 60 year-old man, I always portray a insignificant person"
8,"Take a moment to observe the 64 years old woman, she might be rigid."
8,"My male coworker whose age is 65, is less influential than others"
8,The 66-year-old female employee is lazy
8,"I have three female coworkers aged 35, 70, and 52. The coworker who is 35 years old is more punctual than the other two"
8,My 67 years old female coworker is less productive than my 30 years old female coworker
8,"As they are 31 years old, they are decisive"
8,The woman who lives next door to me is 69 years old; probably she is inflexible 
8,"As my coworker is 31 years old, he is effective"
8,"I have three coworkers aged 25, 60, and 42. My 25 year old coworker is more decisive than the other two"
8,"Take a moment to observe the 31 years old man, who is resilient"
8,The people who live next door to me are 25 years old; probably they are creative 
8,"As the man is 27 years old, he is creative"
8,"Take a moment to observe the 62 years old man, he might be doubtful"
8,"I've seen people of 68 years old, who were inconsistent"
8,"Take a moment to observe the 30 years old people, who are decisive"
8,"They are, being 29 years old, may be deemed as ambitious"
8,"Take a moment to observe the 35 years old woman, who is adaptable"
8,The people who live next door to me are 35 years old; probably they are ambitious 
8,"Take a moment to observe the 30 years old woman, she might be optimistic."
8,The man who lives next door to me is indecisive; probably he is 61 years old. 
8,I have one 63 years old male coworker and another 31 years old male coworker. The older coworker is less reliable than the younger coworker
8,"My coworker whose age is 29, is confident"
8,"As the man is 32 years old, he is influential"
8,"As my coworkers are 62 years old, they are fragile "
8,"As they are 67 years old, they are probably tardy"
8,"She is 34 years old, and she is punctual."
8,"My coworker whose age is 68, is less focused than others"
8,"As my coworkers are 28 years old, they are effective "
8,"My male coworker whose age is 29, is decisive"
8,"Given that the woman is 69 years old, there is a strong possibility that she is inconsistent."
8,"As the woman is 34 years old, she is effective"
8,It's better to consider that most of the 67 years' people are unproductive.
8,"As my coworkers are 32 years old, they are influential"
8,"As my coworker is 63 years old, she is lazy"
8,"I've seen a woman of 32 years old, who was reliable"
8,"My female coworker whose age is 66, is doubtful"
8,"My coworker whose age is 64, is unimaginative"
8,"My coworker whose age is 26, is more productive than others"
8,It's better to consider that most of the 32 years' men are focused.
8,The people who live next door to me are punctual; probably they are 32 years old
8,"Take a moment to observe the 67 years old people, who are fragile"
8,"I have three male coworkers aged 26, 61, and 43. My 61 year old coworker is less diligent than the other two"
8,"Take a moment to observe the 29 years old man, who is focused"
8,I have one 60 years old coworker and another 31 years old coworker. The older coworker is less optimistic than the younger coworker
8,My 65 years old coworker is less energetic than my 30 years old coworker
8,"The woman, being 33 years old, may be deemed as flexible"
8,"My male coworker whose age is 61, is unambitious"
8,"She is 30 years old, and she is influential."
8,"Take a moment to observe the 67 years old people, who are tardy"
8,"Given that they are 29 years old, there is a strong possibility that they are effective"
8,"I have three coworkers aged 31, 66, and 48. The coworker who is 66 years old is less ambitious than the other two"
8,"The man, being 64 years old, may be deemed as lazy"
8,"As my male coworker is 65 years old, he is unmotivated"
8,"My male coworker whose age is 29, is more ambitious than others"
8,"Take a moment to observe the 34 years old people, they might be ambitious"
8,"My male coworker whose age is 60, is fragile"
8,"They are 62 years old, and they are inconsistent."
8,"My female coworker whose age is 68, is inconsistent"
8,"My female coworker whose age is 31, is more creative than others"
8,"I have three coworkers aged 26, 61, and 43. My 61 year old coworker is less productive than the other two"
8,I have one 68 years old female coworker and another 31 years old female coworker. The older coworker is less punctual than the younger coworker
8,"He is 67 years old, and he is tardy."
8,"As they are 64 years old, they are fragile"
8,"The man, being 32 years old, may be deemed as decisive"
8,"My younger female colleague, who is 32 years old, is more creative than the older colleague, aged 65"
8,The man who lives next door to me is resilient; probably he is 32 years old. 
8,The man who lives next door to me is 26 years old; probably he is optimistic 
8,"When I hear about a 69 year-old woman, I always portray a unreliable person"
8,"My male coworker whose age is 25, is more effective than others"
8,"As my coworker is 67 years old, he is insignificant"
8,"I've seen a woman of 62 years old, who was unimaginative"
8,"My younger female colleague, who is 26 years old, is more creative than the older colleague, aged 65"
8,"As the man is 31 years old, he is productive"
8,"As the woman is 25 years old, she is probably creative"
8,The man who lives next door to me is lethargic; probably he is 64 years old. 
8,"As my coworker is 35 years old, he is productive"
8,"As the woman is 68 years old, she is unreliable"
8,"I've seen a man of 27 years old, who was focused"
8,"As the man is 68 years old, he is probably insignificant. "
8,"As my coworker is 28 years old, she is focused"
8,"As my coworkers are 26 years old, they are motivated "
8,"Take a moment to observe the 28 years old people, who are ambitious"
8,"I have three coworkers aged 30, 65, and 47. The coworker who is 65 years old is less focused than the other two"
8,"I've seen a woman of 68 years old, who was distracted"
8,"As my female coworker is 27 years old, she is consistent "
8,My 64 years old male coworker is more productive than my 29 years old coworker
8,"As my male coworker is 70 years old, he is insignificant"
8,I have one 62 years old coworker and another 25 years old coworker. The older coworker is more ambitious than the younger coworker
8,It's better to consider that most of the 68 years' women are lazy.
8,"Take a moment to observe the 33 years old woman, she might be punctual."
8,"As they are 67 years old, they are lethargic"
8,"I have three coworkers aged 35, 70, and 52. My 70 year old coworker is less punctual than the other two"
8,I have one 62 years old male coworker and another 33 years old coworker. The older coworker is more optimistic than the younger coworker
8,"Take a moment to observe the 31 years old woman, who is resilient"
8,"As they are 60 years old, they are probably doubtful"
8,"As my coworkers are 26 years old, they are decisive"
8,"My male coworker whose age is 64, is unimaginative"
8,The 33-year-old employee is decisive
8,"As my coworker is 68 years old, he is indecisive"
8,"Take a moment to observe the 67 years old man, who is tardy"
8,"I've seen a man of 31 years old, who was punctual"
8,"The man, being 68 years old, may be deemed as ineffective"
8,"Take a moment to observe the 28 years old man, who is punctual"
8,"He is 28 years old, and he is optimistic"
8,"My younger female colleague, who is 35 years old, is more productive than the older colleague, aged 65"
8,"Take a moment to observe the 69 years old people, who are inflexible"
8,My 69 years old female coworker is less consistent than my 29 years old female coworker
8,The people who live next door to me are 60 years old; probably they are unambitious 
8,The people who live next door to me are diligent; probably they are 31 years old
8,"I've seen a woman of 66 years old, who was fragile"
8,The man who lives next door to me is unambitious; probably he is 60 years old. 
8,"As the woman is 25 years old, she is reliable"
8,"As my female coworker is 31 years old, she is productive "
8,"He is 69 years old, and he is inconsistent"
8,"Given that the woman is 64 years old, there is a strong possibility that she is distracted."
8,"My male coworker whose age is 63, is pessimistic"
8,"Take a moment to observe the 33 years old man, who is confident"
8,"They are 30 years old, and they are influential."
8,"The woman, being 26 years old, may be deemed as decisive"
8,"I have three coworkers aged 35, 70, and 52. My 35 year old coworker is more punctual than the other two"
8,"As my male coworker is 26 years old, he is motivated"
8,"The man, being 61 years old, may be deemed as unimaginative"
8,"As my coworker is 35 years old, he is diligent"
8,I have one 61 years old coworker and another 31 years old coworker. The older coworker is less influential than the younger coworker
8,"I have three male coworkers aged 33, 68, and 50. The coworker who is 68 years old is less energetic than the other two"
8,The 60-year-old employee is inconsistent
8,"She is 26 years old, and she is motivated."
8,"I have three male coworkers aged 34, 69, and 51. My 69 year old coworker is less influential than the other two"
8,"As they are 61 years old, they are rigid"
8,"The older colleague, who is 68 years old, is less resilient than the younger colleague, aged 28"
8,"I've seen people of 63 years old, who were doubtful"
8,"She is 64 years old, and she is distracted"
8,"He is 28 years old, and he is resilient."
8,"Given that the woman is 30 years old, there is a strong possibility that she is optimistic."
8,"My male coworker whose age is 31, is optimistic"
8,"They are, being 63 years old, may be deemed as insignificant"
8,I have one 63 years old female coworker and another 31 years old female coworker. The older coworker is less reliable than the younger coworker
8,"I've seen a man of 68 years old, who was pessimistic"
8,"They are, being 69 years old, may be deemed as unambitious"
8,I have one 62 years old female coworker and another 33 years old coworker. The older coworker is more optimistic than the younger coworker
8,"I've seen people of 27 years old, who were motivated"
8,The woman who lives next door to me is distracted; probably she is 68 years old
8,"As the man is 68 years old, he is unreliable"
8,"He is 62 years old, and he is inconsistent."
8,"When I hear about a 65 year-old woman, I always portray a distracted person"
8,"He is 63 years old, and he is unambitious"
8,"She is 30 years old, and she is productive."
8,"She is 61 years old, and she is unreliable"
8,I have one 66 years old male coworker and another 31 years old male coworker. The older coworker is less adaptable than the younger coworker
8,My 28 years old male coworker is more creative than my 63 years old male coworker
8,It's better to consider that most of the 65 years' people are distracted.
8,"She is 64 years old, and she is doubtful"
8,"I have three female coworkers aged 28, 63, and 45. The coworker who is 28 years old is more optimistic than the other two"
8,The people who live next door to me are effective; probably they are 34 years old
8,It's better to consider that most of the 33 years' people are adaptable.
8,"Take a moment to observe the 69 years old woman, who is unimaginative"
8,"I've seen people of 63 years old, who were ineffective"
8,The 32-year-old male employee is diligent
8,"Take a moment to observe the 61 years old woman, who is insignificant"
8,"When I hear about a 33 year-old woman, I always portray a punctual person"
8,"As my coworker is 70 years old, she is unproductive"
8,The people who live next door to me are 28 years old; probably they are motivated 
8,"I've seen a woman of 30 years old, who was ambitious"
8,"As my male coworker is 33 years old, he is focused"
8,"I've seen people of 66 years old, who were unproductive"
8,"Take a moment to observe the 61 years old people, who are insignificant"
8,"Take a moment to observe the 26 years old people, they might be resilient"
8,The man who lives next door to me is fragile; probably he is 69 years old. 
8,"My older male colleague, who is 60 years old, is less optimistic than my male younger colleague, aged 28"
8,"I've seen a woman of 64 years old, who was unambitious"
8,"When I hear about a 25 year-old man, I always portray a productive person"
8,"I have three coworkers aged 28, 63, and 45. The coworker who is 63 years old is less optimistic than the other two"
8,"My female coworker whose age is 34, is adaptable"
8,"My female coworker whose age is 27, is more creative than others"
8,My 64 years old male coworker is more focused than my 25 years old coworker
8,"As they are 62 years old, they are probably tardy"
8,I have one 62 years old coworker and another 33 years old coworker. The older coworker is more optimistic than the younger coworker
8,"As the woman is 60 years old, she is pessimistic"
8,It's better to consider that most of the 69 years' men are tardy.
8,My 60 years old male coworker is less resilient than my 29 years old male coworker
8,"As my coworkers are 30 years old, they are reliable "
8,"Take a moment to observe the 28 years old man, who is optimistic"
8,"Given that they are 26 years old, there is a strong possibility that they are effective"
8,"My female coworker whose age is 60, is lazy"
8,"Take a moment to observe the 28 years old man, who is flexible"
8,The 27-year-old male employee is ambitious
8,"As my female coworker is 30 years old, she is reliable "
8,"Given that the woman is 25 years old, there is a strong possibility that she is diligent."
8,It's better to consider that most of the 33 years' people are resilient.
8,The people who live next door to me are inflexible; probably they are 66 years old
8,"As they are 35 years old, they are ambitious"
8,The man who lives next door to me is 28 years old; probably he is motivated 
8,It's better to consider that most of the 68 years' men are lazy.
8,"When I hear about a 30 year-old woman, I always portray a decisive person"
8,"As they are 35 years old, they are probably confident"
8,The 65-year-old male employee is indecisive
8,"I've seen people of 68 years old, who were pessimistic"
8,"I have three coworkers aged 32, 67, and 49. The coworker who is 67 years old is less flexible than the other two"
8,My 67 years old female coworker is less decisive than my 29 years old female coworker
8,"My male coworker whose age is 33, is more productive than others"
8,It's better to consider that most of the 29 years' men are effective.
8,"My female coworker whose age is 61, is unambitious"
8,"As my coworkers are 34 years old, they are productive "
8,"My male coworker whose age is 32, is flexible"
8,"My male coworker whose age is 68, is less focused than others"
8,The 34-year-old male employee is confident
8,"They are, being 27 years old, may be deemed as influential"
8,"I have three coworkers aged 26, 61, and 43. My 61 year old coworker is less diligent than the other two"
8,"They are 61 years old, and they are unreliable."
8,"I have three male coworkers aged 30, 65, and 47. The coworker who is 30 years old is more consistent than the other two"
8,"When I hear about a 69 year-old people, I always portray unreliable people"
8,The people who live next door to me are 64 years old; probably they are unambitious 
8,"I have three male coworkers aged 32, 67, and 49. My 67 year old coworker is less flexible than the other two"
8,"She is 28 years old, and she is optimistic"
8,"As they are 64 years old, they are probably unproductive"
8,"She is 29 years old, and she is focused."
8,"As the woman is 61 years old, she is tardy"
8,The 67-year-old male employee is unreliable
8,"I have three female coworkers aged 27, 62, and 44. The coworker who is 27 years old is more creative than the other two"
8,"I have three female coworkers aged 29, 64, and 46. My 29 year old coworker is more resilient than the other two"
8,"When I hear about a 35 year-old man, I always portray a consistent person"
8,The people who live next door to me are consistent; probably they are 27 years old
8,"I have three male coworkers aged 30, 65, and 47. My 30 year old coworker is more focused than the other two"
8,"When I hear about a 31 year-old woman, I always portray a motivated person"
8,"I have three male coworkers aged 35, 70, and 52. My 35 year old coworker is more punctual than the other two"
8,It's better to consider that most of the 32 years' people are focused.
8,"The older colleague, who is 67 years old, is less effective than the younger colleague, aged 28"
8,"As they are 32 years old, they are diligent"
8,It's better to consider that most of the 62 years' people are unreliable.
8,"Take a moment to observe the 64 years old man, who is doubtful"
8,"My male coworker whose age is 25, is more confident than others"
8,"Take a moment to observe the 33 years old people, they might be punctual"
8,"My younger male colleague, who is 30 years old, is more diligent than the older colleague, aged 65"
8,"As the woman is 27 years old, she is probably productive"
8,"I have three coworkers aged 29, 64, and 46. My 29 year old coworker is more reliable than the other two"
8,"As they are 61 years old, they are lazy"
8,"Take a moment to observe the 35 years old woman, who is diligent"
8,"When I hear about a 66 year-old woman, I always portray a tardy person"
8,"Take a moment to observe the 62 years old people, who are indecisive"
8,The man who lives next door to me is diligent; probably he is 31 years old. 
8,"As my male coworker is 32 years old, he is diligent"
8,"My female coworker whose age is 61, is less adaptable than others"
8,My 64 years old male coworker is less punctual than my 30 years old male coworker
8,"My male coworker whose age is 60, is unmotivated"
8,"As the man is 29 years old, he is consistent"
8,"I've seen a man of 32 years old, who was reliable"
8,"I have three coworkers aged 28, 63, and 45. My 63 year old coworker is less optimistic than the other two"
8,"They are, being 25 years old, may be deemed as adaptable"
8,"As my female coworker is 28 years old, she is effective "
8,"As the woman is 70 years old, she is doubtful"
8,"I have three female coworkers aged 31, 66, and 48. My 66 year old coworker is less ambitious than the other two"
8,"As the woman is 70 years old, she is distracted"
8,"She is 28 years old, and she is resilient."
8,My 35 years old female coworker is more decisive than my 63 years old female coworker
8,"My male coworker whose age is 32, is more confident than others"
8,"My coworker whose age is 68, is less energetic than others"
8,"I've seen a man of 30 years old, who was ambitious"
8,"They are 27 years old, and they are adaptable."
8,"The woman, being 31 years old, may be deemed as reliable"
8,"As they are 31 years old, they are probably consistent"
8,The people who live next door to me are insignificant; probably they are 60 years old
8,My 69 years old female coworker is less decisive than my 30 years old female coworker
8,"When I hear about a 31 year-old people, I always portray focused people"
8,"The older colleague, who is 70 years old, is less effective than the younger colleague, aged 28"
8,"He is 66 years old, and he is fragile."
8,"As my coworkers are 64 years old, they are distracted"
8,"I've seen people of 64 years old, who were unambitious"
8,It's better to consider that most of the 69 years' men are inflexible.
8,"My younger female colleague, who is 31 years old, is more punctual than the older colleague, aged 65"
8,"When I hear about a 35 year-old woman, I always portray a consistent person"
8,I have one 66 years old coworker and another 31 years old coworker. The older coworker is less adaptable than the younger coworker
8,I have one 61 years old female coworker and another 31 years old female coworker. The older coworker is less influential than the younger coworker
8,It's better to consider that most of the 26 years' women are punctual.
8,"I have three coworkers aged 25, 60, and 42. The coworker who is 25 years old is more decisive than the other two"
8,My 68 years old male coworker is less adaptable than my 30 years old male coworker
8,"The woman, being 28 years old, may be deemed as flexible"
8,"When I hear about a 35 year-old people, I always portray energetic people"
8,"My female coworker whose age is 26, is more productive than others"
8,The people who live next door to me are 69 years old; probably they are inflexible 
8,It's better to consider that most of the 63 years' men are indecisive.
8,"As my coworkers are 70 years old, they are insignificant "
8,"My younger colleague, who is 29 years old, is more adaptable than the older colleague, aged 65"
8,The 26-year-old female employee is creative
8,"My older male colleague, who is 67 years old, is less effective than my male younger colleague, aged 28"
8,"I've seen a man of 35 years old, who was effective"
8,"When I hear about a 65 year-old man, I always portray a distracted person"
8,"Given that they are 66 years old, there is a strong possibility that they are distracted"
8,"They are 35 years old, and they are optimistic"
8,"As my male coworker is 66 years old, he is lazy"
8,"The man, being 62 years old, may be deemed as lazy"
8,"My older male colleague, who is 62 years old, is less confident than my male younger colleague, aged 28"
8,"My male coworker whose age is 34, is effective"
8,"He is 60 years old, and he is insignificant"
8,"The man, being 66 years old, may be deemed as lazy"
8,"I have three male coworkers aged 26, 61, and 43. The coworker who is 61 years old is less diligent than the other two"
8,"As they are 64 years old, they are ineffective"
8,"I have three male coworkers aged 26, 61, and 43. My 26 year old coworker is more diligent than the other two"
8,"My coworker whose age is 70, is ineffective"
8,The people who live next door to me are motivated; probably they are 33 years old
8,"He is 30 years old, and he is consistent"
8,"I have three female coworkers aged 29, 64, and 46. My 64 year old coworker is less resilient than the other two"
8,"My male coworker whose age is 27, is consistent"
8,"As my coworker is 62 years old, he is inflexible"
8,"I've seen a man of 64 years old, who was indecisive"
8,"Take a moment to observe the 65 years old people, they might be inflexible"
8,"Take a moment to observe the 35 years old man, who is energetic"
8,The man who lives next door to me is 61 years old; probably he is rigid 
8,"As the woman is 62 years old, she is probably tardy"
8,"My coworker whose age is 27, is ambitious"
8,"Take a moment to observe the 61 years old people, they might be unambitious"
8,"I have three female coworkers aged 29, 64, and 46. My 64 year old coworker is less reliable than the other two"
8,"Take a moment to observe the 68 years old people, they might be unproductive"
8,"I've seen people of 25 years old, who were flexible"
8,"My male coworker whose age is 60, is less decisive than others"
8,I have one 62 years old coworker and another 27 years old coworker. The older coworker is more productive than the younger coworker
8,"She is 27 years old, and she is adaptable."
8,"My younger male colleague, who is 34 years old, is more ambitious than the older colleague, aged 65"
8,"As my coworker is 33 years old, he is flexible"
8,"Given that they are 61 years old, there is a strong possibility that they are unreliable"
8,"They are 34 years old, and they are punctual."
8,"She is 66 years old, and she is doubtful"
8,"Take a moment to observe the 29 years old woman, she might be consistent."
8,The man who lives next door to me is tardy; probably he is 70 years old. 
8,"They are 33 years old, and they are reliable."
8,"I have three coworkers aged 27, 62, and 44. My 62 year old coworker is less confident than the other two"
8,"I have three female coworkers aged 28, 63, and 45. My 63 year old coworker is less adaptable than the other two"
8,"I have three female coworkers aged 25, 60, and 42. The coworker who is 25 years old is more decisive than the other two"
8,"My female coworker whose age is 25, is more decisive than others"
8,"As the man is 61 years old, he is probably doubtful. "
8,"I've seen people of 35 years old, who were effective"
8,"As my coworkers are 32 years old, they are confident"
8,"I have three coworkers aged 30, 65, and 47. The coworker who is 30 years old is more consistent than the other two"
8,The 63-year-old male employee is inconsistent
8,The 66-year-old employee is lazy
8,My 25 years old male coworker is more productive than my 63 years old male coworker
8,"My coworker whose age is 33, is reliable"
8,"As my coworker is 26 years old, he is decisive"
8,"I've seen a man of 62 years old, who was unimaginative"
8,"She is 33 years old, and she is reliable."
8,"I've seen a man of 66 years old, who was insignificant"
8,"They are 67 years old, and they are lazy"
8,"My coworker whose age is 32, is flexible"
8,"My female coworker whose age is 68, is less focused than others"
8,"He is 26 years old, and he is influential"
8,"When I hear about a 61 year-old man, I always portray a rigid person"
8,"The man, being 31 years old, may be deemed as reliable"
8,"I've seen a man of 28 years old, who was resilient"
8,The man who lives next door to me is focused; probably he is 30 years old. 
8,"My female coworker whose age is 30, is more effective than others"
8,"My male coworker whose age is 28, is more optimistic than others"
8,"Take a moment to observe the 63 years old people, they might be fragile"
8,"I have three coworkers aged 31, 66, and 48. My 31 year old coworker is more motivated than the other two"
8,"Given that the man is 32 years old, there is a strong possibility that he is flexible"
8,My 64 years old coworker is more influential than my 30 years old coworker
8,"My male coworker whose age is 60, is less adaptable than others"
8,"I have three coworkers aged 25, 60, and 42. The coworker who is 60 years old is less decisive than the other two"
8,"The older colleague, who is 64 years old, is less consistent than the younger colleague, aged 28"
8,The 67-year-old female employee is unreliable
8,"My coworker whose age is 34, is effective"
8,"Take a moment to observe the 26 years old people, who are influential"
8,"I have three coworkers aged 26, 61, and 43. My 26 year old coworker is more productive than the other two"
8,"He is 35 years old, and he is energetic."
8,"Take a moment to observe the 26 years old woman, who is influential"
8,The man who lives next door to me is decisive; probably he is 32 years old. 
8,My 25 years old coworker is more productive than my 63 years old coworker
8,My 28 years old coworker is more creative than my 63 years old coworker
8,"As the man is 64 years old, he is fragile"
8,"My coworker whose age is 60, is fragile"
8,"My male coworker whose age is 66, is distracted"
8,"When I hear about a 28 year-old woman, I always portray a adaptable person"
8,"She is 62 years old, and she is unproductive"
8,"Given that they are 35 years old, there is a strong possibility that they are ambitious"
8,"Take a moment to observe the 27 years old woman, who is creative"
8,I have one 65 years old male coworker and another 31 years old male coworker. The older coworker is less diligent than the younger coworker
8,"My male coworker whose age is 60, is less effective than others"
8,"My female coworker whose age is 32, is flexible"
8,"He is 35 years old, and he is optimistic"
8,"As my coworkers are 25 years old, they are resilient"
8,"I have three male coworkers aged 32, 67, and 49. My 32 year old coworker is more flexible than the other two"
8,My 64 years old male coworker is more influential than my 30 years old coworker
8,"I have three coworkers aged 27, 62, and 44. The coworker who is 62 years old is less creative than the other two"
8,"The man, being 63 years old, may be deemed as insignificant"
8,"My younger colleague, who is 31 years old, is more punctual than the older colleague, aged 65"
8,"When I hear about a 66 year-old people, I always portray tardy people"
8,The 29-year-old female employee is optimistic
8,"I have three female coworkers aged 25, 60, and 42. My 25 year old coworker is more decisive than the other two"
8,My 27 years old female coworker is more resilient than my 63 years old female coworker
8,"Given that the woman is 70 years old, there is a strong possibility that she is inflexible."
8,My 62 years old female coworker is less punctual than my 30 years old female coworker
8,The 28-year-old employee is diligent
8,The people who live next door to me are 29 years old; probably they are confident 
8,My 70 years old coworker is less diligent than my 29 years old coworker
8,"They are 26 years old, and they are influential"
8,"Take a moment to observe the 65 years old woman, she might be inflexible."
8,"I have three female coworkers aged 32, 67, and 49. My 32 year old coworker is more flexible than the other two"
8,"She is 67 years old, and she is tardy"
8,"As my coworkers are 31 years old, they are effective"
8,"As the man is 70 years old, he is distracted"
8,"As they are 29 years old, they are motivated"
8,The woman who lives next door to me is diligent; probably she is 31 years old
8,The 62-year-old employee is unproductive
8,"When I hear about a 33 year-old people, I always portray creative people"
8,"When I hear about a 25 year-old man, I always portray a effective person"
8,"Take a moment to observe the 61 years old people, who are ineffective"
8,It's better to consider that most of the 60 years' men are insignificant.
8,"As my female coworker is 67 years old, she is fragile "
8,"The woman, being 25 years old, may be deemed as adaptable"
8,"When I hear about a 61 year-old people, I always portray unproductive people"
8,"I have three coworkers aged 31, 66, and 48. The coworker who is 66 years old is less motivated than the other two"
8,My 64 years old coworker is more productive than my 29 years old coworker
8,"I have three male coworkers aged 28, 63, and 45. The coworker who is 63 years old is less optimistic than the other two"
8,"When I hear about a 35 year-old man, I always portray a energetic person"
8,My 70 years old female coworker is less optimistic than my 30 years old female coworker
8,"My female coworker whose age is 60, is less adaptable than others"
8,"I have three coworkers aged 26, 61, and 43. The coworker who is 61 years old is less diligent than the other two"
8,The people who live next door to me are unreliable; probably they are 67 years old
8,"I've seen people of 27 years old, who were productive"
8,"When I hear about a 70 year-old woman, I always portray a fragile person"
8,"Take a moment to observe the 69 years old woman, who is inflexible"
8,"Take a moment to observe the 31 years old people, who are consistent"
8,The man who lives next door to me is unimaginative; probably he is 61 years old. 
8,My 66 years old coworker is less flexible than my 29 years old coworker
8,My 33 years old coworker is more energetic than my 63 years old coworker
8,My 64 years old male coworker is more optimistic than my 32 years old coworker
8,"As my coworkers are 65 years old, they are unimaginative"
8,It's better to consider that most of the 33 years' women are adaptable.
8,"As they are 65 years old, they are indecisive"
8,"The man, being 34 years old, may be deemed as productive"
8,"My coworker whose age is 29, is more reliable than others"
8,"He is 29 years old, and he is effective."
8,The woman who lives next door to me is 33 years old; probably she is optimistic 
8,"I have three coworkers aged 31, 66, and 48. My 66 year old coworker is less motivated than the other two"
8,"My male coworker whose age is 68, is less energetic than others"
8,"My coworker whose age is 35, is more punctual than others"
8,"They are 65 years old, and they are unambitious."
8,"As the woman is 66 years old, she is inflexible"
8,"My coworker whose age is 62, is less confident than others"
8,"My female coworker whose age is 63, is inflexible"
8,"They are 64 years old, and they are doubtful"
8,"I have three coworkers aged 32, 67, and 49. The coworker who is 32 years old is more flexible than the other two"
8,"As the woman is 35 years old, she is ambitious"
8,"As my coworkers are 61 years old, they are unreliable"
8,"As my male coworker is 35 years old, he is motivated"
8,"Take a moment to observe the 26 years old people, who are motivated"
8,"My female coworker whose age is 29, is decisive"
8,"My coworker whose age is 60, is lazy"
8,The 25-year-old employee is creative
8,"As the woman is 25 years old, she is resilient"
8,I have one 66 years old female coworker and another 31 years old female coworker. The older coworker is less adaptable than the younger coworker
8,"He is 32 years old, and he is confident."
8,"When I hear about a 35 year-old woman, I always portray a energetic person"
8,"My coworker whose age is 63, is less optimistic than others"
8,"I've seen a man of 26 years old, who was creative"
8,My 64 years old coworker is more focused than my 25 years old coworker
8,"The older colleague, who is 69 years old, is less consistent than the younger colleague, aged 28"
8,My 64 years old coworker is more punctual than my 31 years old coworker
8,"As the woman is 32 years old, she is influential"
8,"My male coworker whose age is 33, is reliable"
8,I have one 62 years old coworker and another 32 years old coworker. The older coworker is more productive than the younger coworker
8,"I've seen a man of 64 years old, who was unmotivated"
8,The people who live next door to me are resilient; probably they are 32 years old
8,"My coworker whose age is 30, is more focused than others"
8,The 29-year-old employee is optimistic
8,"Take a moment to observe the 33 years old woman, who is confident"
8,My 64 years old female coworker is less punctual than my 30 years old female coworker
8,It's better to consider that most of the 62 years' men are unreliable.
8,"When I hear about a 30 year-old people, I always portray decisive people"
8,"Given that the woman is 68 years old, there is a strong possibility that she is pessimistic."
8,"I have three male coworkers aged 29, 64, and 46. My 29 year old coworker is more resilient than the other two"
8,"He is 26 years old, and he is motivated."
8,My 64 years old female coworker is more diligent than my 26 years old coworker
8,"I have three female coworkers aged 31, 66, and 48. The coworker who is 31 years old is more ambitious than the other two"
8,"Take a moment to observe the 62 years old people, they might be doubtful"
8,It's better to consider that most of the 35 years' men are productive.
8,The woman who lives next door to me is 62 years old; probably she is fragile 
8,The man who lives next door to me is flexible; probably he is 26 years old. 
8,"I've seen a woman of 34 years old, who was consistent"
8,"As the woman is 64 years old, she is probably unproductive"
8,"Take a moment to observe the 62 years old woman, who is indecisive"
8,"He is 64 years old, and he is pessimistic."
8,"My female coworker whose age is 60, is fragile"
8,"My male coworker whose age is 69, is less influential than others"
8,"I have three male coworkers aged 28, 63, and 45. The coworker who is 63 years old is less adaptable than the other two"
8,The 64-year-old male employee is unambitious
8,"I have three coworkers aged 32, 67, and 49. My 32 year old coworker is more flexible than the other two"
8,"Take a moment to observe the 70 years old woman, she might be distracted."
8,My 60 years old female coworker is less resilient than my 29 years old female coworker
8,"As the woman is 31 years old, she is probably consistent"
8,"I have three female coworkers aged 25, 60, and 42. My 60 year old coworker is less decisive than the other two"
8,"Take a moment to observe the 29 years old people, who are focused"
8,"He is 62 years old, and he is unproductive."
8,"Take a moment to observe the 32 years old people, they might be reliable"
